go_id	category	go_term
GO:0097657	Function	3',5'-nucleotide bisphosphate phosphatase activity
GO:0097658	Component	Asi complex
GO:0097676	Process	histone H3-K36 dimethylation
GO:0097677	Function	STAT family protein binding
GO:0097678	Function	SOCS family protein binding
GO:0097680	Process	double-strand break repair via classical nonhomologous end joining
GO:0097681	Process	double-strand break repair via alternative nonhomologous end joining
GO:0097682	Function	intracellular phosphatidylinositol-3,5-bisphosphate-sensitive cation channel activity
GO:0097688	Process	glutamate receptor clustering
GO:0097690	Function	iron channel inhibitor activity
GO:0097692	Process	histone H3-K4 monomethylation
GO:0097694	Process	establishment of RNA localization to telomere
GO:0097695	Process	establishment of protein-containing complex localization to telomere
GO:0097696	Process	STAT cascade
GO:0097697	Function	tRNA 5-carboxymethoxyuridine methyltransferase activity
GO:0097698	Process	telomere maintenance via base-excision repair
GO:0097699	Process	vascular endothelial cell response to fluid shear stress
GO:0097704	Process	cellular response to oscillatory fluid shear stress
GO:0097708	Component	intracellular vesicle
GO:0097709	Process	connective tissue replacement
GO:0097711	Process	ciliary basal body-plasma membrane docking
GO:0097712	Process	vesicle targeting, trans-Golgi to periciliary membrane compartment
GO:0097718	Function	disordered domain specific binding
GO:0097719	Process	neural tissue regeneration
GO:0097720	Process	calcineurin-mediated signaling
GO:0097722	Process	sperm motility
GO:0097723	Process	amoeboid sperm motility
GO:0097726	Function	LEM domain binding
GO:0097728	Component	9+0 motile cilium
GO:0097729	Component	9+2 motile cilium
GO:0097730	Component	non-motile cilium
GO:0097731	Component	9+0 non-motile cilium
GO:0097733	Component	photoreceptor cell cilium
GO:0097734	Process	extracellular exosome biogenesis
GO:0097744	Process	urate salt excretion
GO:0097745	Process	mitochondrial tRNA 5'-end processing
GO:0097746	Process	regulation of blood vessel diameter
GO:0097748	Function	3'-5' RNA polymerase activity
GO:0097749	Process	membrane tubulation
GO:0097750	Process	endosome membrane tubulation
GO:0097752	Process	regulation of DNA stability
GO:0097753	Process	membrane bending
GO:0097755	Process	positive regulation of blood vessel diameter
GO:0097756	Process	negative regulation of blood vessel diameter
GO:0098002	Process	receptor-mediated bacteriophage irreversible attachment to host cell
GO:0098038	Process	non-replicative transposition, DNA-mediated
GO:0098501	Process	polynucleotide dephosphorylation
GO:0098505	Function	G-rich strand telomeric DNA binding
GO:0098506	Process	polynucleotide 3' dephosphorylation
GO:0098507	Process	polynucleotide 5' dephosphorylation
GO:0098508	Process	endothelial to hematopoietic transition
GO:0098519	Function	nucleotide phosphatase activity, acting on free nucleotides
GO:0098527	Component	neuromuscular junction of somatic muscle
GO:0098528	Process	skeletal muscle fiber differentiation
GO:0098529	Process	neuromuscular junction development, skeletal muscle fiber
GO:0098530	Process	positive regulation of strand invasion
GO:0098531	Function	transcription factor activity, direct ligand regulated sequence-specific DNA binding
GO:0098532	Process	histone H3-K27 trimethylation
GO:0098534	Process	centriole assembly
GO:0098535	Process	de novo centriole assembly involved in multi-ciliated epithelial cell differentiation
GO:0098536	Component	deuterosome
GO:0098542	Process	defense response to other organism
GO:0098547	Component	lumenal side of Golgi membrane
GO:0098549	Component	somatic ring canal
GO:0098553	Component	lumenal side of endoplasmic reticulum membrane
GO:0098554	Component	cytoplasmic side of endoplasmic reticulum membrane
GO:0098556	Component	cytoplasmic side of rough endoplasmic reticulum membrane
GO:0098559	Component	cytoplasmic side of early endosome membrane
GO:0098560	Component	cytoplasmic side of late endosome membrane
GO:0098561	Component	methyl accepting chemotaxis protein complex
GO:0098562	Component	cytoplasmic side of membrane
GO:0098572	Component	stromal side of plastid thylakoid membrane
GO:0098573	Component	intrinsic component of mitochondrial membrane
GO:0098574	Component	cytoplasmic side of lysosomal membrane
GO:0098575	Component	lumenal side of lysosomal membrane
GO:0098576	Component	lumenal side of membrane
GO:0098577	Component	inactive sex chromosome
GO:0098582	Process	innate vocalization behavior
GO:0098583	Process	learned vocalization behavior
GO:0098586	Process	cellular response to virus
GO:0098590	Component	plasma membrane region
GO:0098591	Component	external side of apical plasma membrane
GO:0098592	Component	cytoplasmic side of apical plasma membrane
GO:0098594	Component	mucin granule
GO:0098595	Component	perivitelline space
GO:0098597	Process	observational learning
GO:0098598	Process	learned vocalization behavior or vocal learning
GO:0098599	Function	palmitoyl hydrolase activity
GO:0098604	Function	adenosylselenohomocysteinase activity
GO:0098609	Process	cell-cell adhesion
GO:0098615	Function	dimethyl selenide methyltransferase activity
GO:0098627	Function	protein arginine phosphatase activity
GO:0098628	Process	peptidyl-N-phospho-arginine dephosphorylation
GO:0098629	Process	trans-Golgi network membrane organization
GO:0098630	Process	aggregation of unicellular organisms
GO:0098631	Function	cell adhesion mediator activity
GO:0098632	Function	cell-cell adhesion mediator activity
GO:0098633	Function	collagen fibril binding
GO:0098635	Component	protein complex involved in cell-cell adhesion
GO:0098636	Component	protein complex involved in cell adhesion
GO:0098639	Function	collagen binding involved in cell-matrix adhesion
GO:0098640	Function	integrin binding involved in cell-matrix adhesion
GO:0098641	Function	cadherin binding involved in cell-cell adhesion
GO:0098653	Process	centromere clustering
GO:0098654	Component	CENP-A recruiting complex
GO:0098655	Process	cation transmembrane transport
GO:0098656	Process	anion transmembrane transport
GO:0098657	Process	import into cell
GO:0098658	Process	inorganic anion import across plasma membrane
GO:0098659	Process	inorganic cation import across plasma membrane
GO:0098661	Process	inorganic anion transmembrane transport
GO:0098662	Process	inorganic cation transmembrane transport
GO:0098664	Process	G protein-coupled serotonin receptor signaling pathway
GO:0098674	Component	extrinsic component of neuronal dense core vesicle membrane
GO:0098675	Component	intrinsic component of neuronal dense core vesicle membrane
GO:0098680	Function	template-free RNA nucleotidyltransferase
GO:0098683	Component	cochlear hair cell ribbon synapse
GO:0098684	Component	photoreceptor ribbon synapse
GO:0098685	Component	Schaffer collateral - CA1 synapse
GO:0098686	Component	hippocampal mossy fiber to CA3 synapse
GO:0098687	Component	chromosomal region
GO:0098688	Component	parallel fiber to Purkinje cell synapse
GO:0098690	Component	glycinergic synapse
GO:0098691	Component	dopaminergic synapse
GO:0098693	Process	regulation of synaptic vesicle cycle
GO:0098694	Process	regulation of synaptic vesicle budding from presynaptic endocytic zone membrane
GO:0098695	Function	inositol 1,4,5-trisphosphate receptor activity involved in regulation of postsynaptic cytosolic calcium levels
GO:0098696	Process	regulation of neurotransmitter receptor localization to postsynaptic specialization membrane
GO:0098698	Process	postsynaptic specialization assembly
GO:0098699	Function	structural constituent of presynaptic actin cytoskeleton
GO:0098700	Process	neurotransmitter loading into synaptic vesicle
GO:0098702	Process	adenine import across plasma membrane
GO:0098703	Process	calcium ion import across plasma membrane
GO:0098704	Process	carbohydrate import across plasma membrane
GO:0098705	Process	copper ion import across plasma membrane
GO:0098706	Process	ferric iron import across cell outer membrane
GO:0098708	Process	glucose import across plasma membrane
GO:0098709	Process	glutathione import across plasma membrane
GO:0098710	Process	guanine import across plasma membrane
GO:0098711	Process	iron ion import across plasma membrane
GO:0098712	Process	L-glutamate import across plasma membrane
GO:0098713	Process	leucine import across plasma membrane
GO:0098714	Process	malate import across plasma membrane
GO:0098715	Process	malonic acid import across plasma membrane
GO:0098716	Process	nickel cation import across plasma membrane
GO:0098717	Process	pantothenate import across plasma membrane
GO:0098719	Process	sodium ion import across plasma membrane
GO:0098720	Process	succinate import across plasma membrane
GO:0098721	Process	uracil import across plasma membrane
GO:0098722	Process	asymmetric stem cell division
GO:0098723	Component	skeletal muscle myofibril
GO:0098724	Process	symmetric stem cell division
GO:0098725	Process	symmetric cell division
GO:0098727	Process	maintenance of cell number
GO:0098730	Process	male germline stem cell symmetric division
GO:0098732	Process	macromolecule deacylation
GO:0098733	Component	hemidesmosome associated protein complex
GO:0098734	Process	macromolecule depalmitoylation
GO:0098735	Process	positive regulation of the force of heart contraction
GO:0098736	Process	negative regulation of the force of heart contraction
GO:0098737	Process	protein insertion into plasma membrane
GO:0098739	Process	import across plasma membrane
GO:0098742	Process	cell-cell adhesion via plasma-membrane adhesion molecules
GO:0098743	Process	cell aggregation
GO:0098744	Function	1-phosphatidylinositol 4-kinase activator activity
GO:0098745	Component	Dcp1-Dcp2 complex
GO:0098746	Process	fast, calcium ion-dependent exocytosis of neurotransmitter
GO:0098749	Process	cerebellar neuron development
GO:0098753	Component	anchored component of the cytoplasmic side of the plasma membrane
GO:0098754	Process	detoxification
GO:0098755	Process	maintenance of seed dormancy by absisic acid
GO:0098759	Process	cellular response to interleukin-8
GO:0098761	Process	cellular response to interleukin-7
GO:0098768	Process	meiotic prometaphase I
GO:0098770	Function	FBXO family protein binding
GO:0098772	Function	molecular function regulator
GO:0098773	Process	skin epidermis development
GO:0098779	Process	positive regulation of mitophagy in response to mitochondrial depolarization
GO:0098780	Process	response to mitochondrial depolarisation
GO:0098781	Process	ncRNA transcription
GO:0098782	Function	mechanosensitived potassium channel activity
GO:0098783	Process	correction of merotelic kinetochore attachment, mitotic
GO:0098787	Process	mRNA cleavage involved in mRNA processing
GO:0098789	Process	pre-mRNA cleavage required for polyadenylation
GO:0098792	Process	xenophagy
GO:0098793	Component	presynapse
GO:0098794	Component	postsynapse
GO:0098795	Process	mRNA cleavage involved in gene silencing
GO:0098796	Component	membrane protein complex
GO:0098797	Component	plasma membrane protein complex
GO:0098799	Component	outer mitochondrial membrane protein complex
GO:0098800	Component	inner mitochondrial membrane protein complex
GO:0098802	Component	plasma membrane receptor complex
GO:0098806	Process	deadenylation involved in gene silencing by miRNA
GO:0098807	Component	chloroplast thylakoid membrane protein complex
GO:0098808	Function	mRNA cap binding
GO:0098809	Function	nitrite reductase activity
GO:0098810	Process	neurotransmitter reuptake
GO:0098813	Process	nuclear chromosome segregation
GO:0098814	Process	spontaneous synaptic transmission
GO:0098815	Process	modulation of excitatory postsynaptic potential
GO:0098817	Process	evoked excitatory postsynaptic potential
GO:0098820	Component	trans-synaptic protein complex
GO:0098821	Function	BMP receptor activity
GO:0098826	Component	endoplasmic reticulum tubular network membrane
GO:0098828	Process	modulation of inhibitory postsynaptic potential
GO:0098829	Process	intestinal folate absorption
GO:0098830	Component	presynaptic endosome
GO:0098831	Component	presynaptic active zone cytoplasmic component
GO:0098833	Component	presynaptic endocytic zone
GO:0098835	Component	presynaptic endocytic zone membrane
GO:0098837	Component	postsynaptic recycling endosome
GO:0098838	Process	folate transmembrane transport
GO:0098839	Component	postsynaptic density membrane
GO:0098840	Process	protein transport along microtubule
GO:0098841	Process	protein localization to cell division site after cytokinesis
GO:0098842	Component	postsynaptic early endosome
GO:0098843	Component	postsynaptic endocytic zone
GO:0098844	Component	postsynaptic endocytic zone membrane
GO:0098845	Component	postsynaptic endosome
GO:0098846	Component	podocyte foot
GO:0098847	Function	sequence-specific single stranded DNA binding
GO:0098848	Function	alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase activity
GO:0098849	Process	cellular detoxification of cadmium ion
GO:0098850	Component	extrinsic component of synaptic vesicle membrane
GO:0098853	Component	ER-vacuole membrane contact site
GO:0098855	Component	HCN channel complex
