COG	func	name	level_1	level_2
COG0762	S	Uncharacterized conserved protein YggT, Ycf19 family	POORLY CHARACTERIZED	Function unknown
COG1649	S	Uncharacterized lipoprotein YddW, UPF0748 family	POORLY CHARACTERIZED	Function unknown
COG3490	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3868	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5399	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG0397	S	Uncharacterized conserved protein YdiU, UPF0061 family	POORLY CHARACTERIZED	Function unknown
COG0398	S	Uncharacterized membrane protein YdjX, TVP38/TMEM64 family, SNARE-associated domain	POORLY CHARACTERIZED	Function unknown
COG3871	S	General stress protein 26 (function unknown)	POORLY CHARACTERIZED	Function unknown
COG2995	S	Uncharacterized paraquat-inducible protein A	POORLY CHARACTERIZED	Function unknown
COG4905	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4307	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3750	S	Uncharacterized conserved protein, UPF0335 family	POORLY CHARACTERIZED	Function unknown
COG2868	S	Uncharacterized conserved protein YsxB, DUF464 family	POORLY CHARACTERIZED	Function unknown
COG5410	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5413	S	Uncharacterized integral membrane protein	POORLY CHARACTERIZED	Function unknown
COG4029	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG1417	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5548	S	Uncharacterized membrane protein, UPF0136 family	POORLY CHARACTERIZED	Function unknown
COG3506	S	Regulation of enolase protein 1 (function unknown), concanavalin A-like superfamily	POORLY CHARACTERIZED	Function unknown
COG5419	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG1667	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG1422	S	Uncharacterized archaeal membrane protein, DUF106 family, distantly related to YidC/Oxa1	POORLY CHARACTERIZED	Function unknown
COG4487	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3760	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3889	S	Predicted periplasmic protein	POORLY CHARACTERIZED	Function unknown
COG4320	S	Uncharacterized conserved protein, DUF2252 family	POORLY CHARACTERIZED	Function unknown
COG3514	S	Uncharacterized conserved protein, DUF4415 family	POORLY CHARACTERIZED	Function unknown
COG5427	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4044	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4924	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3768	S	Uncharacterized membrane protein YcjF, UPF0283 family	POORLY CHARACTERIZED	Function unknown
COG4925	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4194	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG3900	S	Predicted periplasmic protein	POORLY CHARACTERIZED	Function unknown
COG4519	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3272	S	Uncharacterized conserved protein YbgA, DUF1722 family	POORLY CHARACTERIZED	Function unknown
COG4334	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5439	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3526	S	Predicted selenoprotein, Rdx family	POORLY CHARACTERIZED	Function unknown
COG4814	S	Uncharacterized protein with an alpha/beta hydrolase fold	POORLY CHARACTERIZED	Function unknown
COG3908	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4337	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4340	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4688	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4066	S	Uncharacterized protein, UPF0305 family	POORLY CHARACTERIZED	Function unknown
COG3159	S	Uncharacterized conserved protein YigA, DUF484 family	POORLY CHARACTERIZED	Function unknown
COG3915	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4541	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG5449	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5451	S	Predicted secreted protein	POORLY CHARACTERIZED	Function unknown
COG5453	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG1698	S	Uncharacterized protein, UPF0147 family	POORLY CHARACTERIZED	Function unknown
COG3790	S	Predicted membrane protein, encoded in cydAB operon	POORLY CHARACTERIZED	Function unknown
COG4950	S	N-terminal domain of uncharacterized protein YciW (function unknown)	POORLY CHARACTERIZED	Function unknown
COG5589	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3924	S	Uncharacterized membrane protein YhdT	POORLY CHARACTERIZED	Function unknown
COG1950	S	Uncharacterized membrane protein YvlD, DUF360 family	POORLY CHARACTERIZED	Function unknown
COG5460	S	Uncharacterized conserved protein, DUF2164 family	POORLY CHARACTERIZED	Function unknown
COG3671	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG5282	S	Uncharacterized conserved protein, DUF2342 family	POORLY CHARACTERIZED	Function unknown
COG4954	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5463	S	Uncharacterized conserved protein YgiB, involved in bioifilm formation, UPF0441/DUF1190 family	POORLY CHARACTERIZED	Function unknown
COG1340	S	Uncharacterized coiled-coil protein, contains DUF342 domain	POORLY CHARACTERIZED	Function unknown
COG3552	S	Uncharacterized conserved protein, contains von Willebrand factor type A (vWA) domain	POORLY CHARACTERIZED	Function unknown
COG3428	S	Uncharacterized membrane protein YdbT, contains bPH2 (bacterial pleckstrin homology) domain	POORLY CHARACTERIZED	Function unknown
COG2926	S	Uncharacterized conserved protein YeeX, DUF496 family	POORLY CHARACTERIZED	Function unknown
COG3305	S	Uncharacterized membrane protein, DUF2068 family	POORLY CHARACTERIZED	Function unknown
COG3556	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG2083	S	Uncharacterized protein, UPF0216 family	POORLY CHARACTERIZED	Function unknown
COG3558	S	Uncharacterized conserved protein, nuclear transport factor 2 (NTF2) superfamily	POORLY CHARACTERIZED	Function unknown
COG4844	S	Uncharacterized protein YuzB, UPF0349 family	POORLY CHARACTERIZED	Function unknown
COG3310	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3686	S	Uncharacterized conserved protein, MAPEG superfamily	POORLY CHARACTERIZED	Function unknown
COG5474	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5316	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG1844	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5475	S	Uncharacterized conserved protein YodC, DUF2158 family	POORLY CHARACTERIZED	Function unknown
COG4390	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3566	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5481	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG1851	S	Uncharacterized protein, UPF0128 family	POORLY CHARACTERIZED	Function unknown
COG5484	S	Uncharacterized protein YjcR	POORLY CHARACTERIZED	Function unknown
COG3196	S	Uncharacterized protein CbrC, UPF0167 family	POORLY CHARACTERIZED	Function unknown
COG2098	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3198	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4393	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG5338	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG1981	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4402	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3205	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG3085	S	Uncharacterized conserved protein YifE, UPF0438 family	POORLY CHARACTERIZED	Function unknown
COG3832	S	Uncharacterized conserved protein YndB, AHSA1/START domain	POORLY CHARACTERIZED	Function unknown
COG3583	S	Uncharacterized conserved protein YabE, contains G5 and tandem DUF348 domains	POORLY CHARACTERIZED	Function unknown
COG4867	S	Uncharacterized protein, contains von Willebrand factor type A (vWA) domain	POORLY CHARACTERIZED	Function unknown
COG5493	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4990	S	Uncharacterized protein YvpB	POORLY CHARACTERIZED	Function unknown
COG5352	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4273	S	Uncharacterized protein, contains metal-binding DGC domain	POORLY CHARACTERIZED	Function unknown
COG3589	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5650	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4873	S	Uncharacterized protein YkvS	POORLY CHARACTERIZED	Function unknown
COG3592	S	Uncharacterized Fe-S cluster protein YjdI	POORLY CHARACTERIZED	Function unknown
COG3094	S	Uncharacterized membrane protein SirB2	POORLY CHARACTERIZED	Function unknown
COG5505	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG2411	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG2839	S	Uncharacterized conserved protein YqgC, DUF456 family	POORLY CHARACTERIZED	Function unknown
COG3597	S	Uncharacterized conserved protein, DUF697 family	POORLY CHARACTERIZED	Function unknown
COG4283	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4446	S	Uncharacterized conserved protein, DUF1499 family	POORLY CHARACTERIZED	Function unknown
COG4881	S	Predicted membrane protein	POORLY CHARACTERIZED	Function unknown
COG4883	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4884	S	Uncharacterized conserved protein YfeS, contains WGR domain	POORLY CHARACTERIZED	Function unknown
COG4760	S	Uncharacterized membrane protein, YccA/Bax inhibitor family	POORLY CHARACTERIZED	Function unknown
COG3477	S	Uncharacterized membrane protein YagU, involved in acid resistance, DUF1440 family	POORLY CHARACTERIZED	Function unknown
COG3105	S	Uncharacterized membrane-anchored protein YhcB, DUF1043 family	POORLY CHARACTERIZED	Function unknown
COG4763	S	Uncharacterized membrane protein YcfT	POORLY CHARACTERIZED	Function unknown
COG3482	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4014	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3108	S	Uncharacterized conserved protein YcbK, DUF882 family	POORLY CHARACTERIZED	Function unknown
COG3358	S	Uncharacterized conserved protein, DUF1684 family	POORLY CHARACTERIZED	Function unknown
COG4895	S	Uncharacterized protein YwbE	POORLY CHARACTERIZED	Function unknown
COG4017	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4018	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3615	S	Uncharacterized protein/domain, possibly involved in tellurite resistance	POORLY CHARACTERIZED	Function unknown
COG1772	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG2860	S	Uncharacterized membrane protein YeiH	POORLY CHARACTERIZED	Function unknown
COG4649	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4902	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3533	S	Uncharacterized conserved protein, DUF1680 family	POORLY CHARACTERIZED	Function unknown
COG3496	S	Uncharacterized conserved protein, DUF1365 family	POORLY CHARACTERIZED	Function unknown
COG2268	S	Uncharacterized membrane protein YqiK, contains Band7/PHB/SPFH domain	POORLY CHARACTERIZED	Function unknown
COG3246	S	Uncharacterized conserved protein, DUF849 family	POORLY CHARACTERIZED	Function unknown
COG3123	S	Uncharacterized conserved protein YaiE, UPF0345 family	POORLY CHARACTERIZED	Function unknown
COG4472	S	Uncharacterized protein, UPF0297 family	POORLY CHARACTERIZED	Function unknown
COG2149	S	Uncharacterized membrane protein YidH, DUF202 family	POORLY CHARACTERIZED	Function unknown
COG4475	S	Uncharacterized protein YwlG, UPF0340 family	POORLY CHARACTERIZED	Function unknown
COG3291	S	PKD repeat	POORLY CHARACTERIZED	Function unknown
COG2028	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4481	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4479	S	Uncharacterized protein YozE, UPF0346 family	POORLY CHARACTERIZED	Function unknown
COG4485	S	Uncharacterized membrane protein YfhO	POORLY CHARACTERIZED	Function unknown
COG4916	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG2155	S	Uncharacterized membrane protein YuzA, DUF378 family	POORLY CHARACTERIZED	Function unknown
COG3009	S	Uncharacterized lipoprotein YmbA	POORLY CHARACTERIZED	Function unknown
COG3759	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4920	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4711	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4921	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3012	S	Uncharacterized conserved protein YchJ, contains N- and C-terminal SEC-C domains	POORLY CHARACTERIZED	Function unknown
COG4714	S	Uncharacterized membrane-anchored protein	POORLY CHARACTERIZED	Function unknown
COG4046	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5561	S	Predicted metal-binding protein	POORLY CHARACTERIZED	Function unknown
COG5563	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG5473	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4517	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3395	S	Uncharacterized conserved protein YgbK, DUF1537 family	POORLY CHARACTERIZED	Function unknown
COG5435	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3273	S	Uncharacterized conserved protein, contains PhoU and TrkA_C domains	POORLY CHARACTERIZED	Function unknown
COG3651	S	Uncharacterized conserved protein, DUF2237 family	POORLY CHARACTERIZED	Function unknown
COG3652	S	Predicted outer membrane protein	POORLY CHARACTERIZED	Function unknown
COG3906	S	Uncharacterized protein YrzB, UPF0473 family	POORLY CHARACTERIZED	Function unknown
COG2898	S	Lysylphosphatidylglycerol synthetase, C-terminal domain, DUF2156 family	POORLY CHARACTERIZED	Function unknown
COG5572	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG2900	S	Uncharacterized coiled-coil protein SlyX (sensitive to lysis X)	POORLY CHARACTERIZED	Function unknown
COG3530	S	Uncharacterized conserved protein, DUF3820 family	POORLY CHARACTERIZED	Function unknown
COG3913	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4538	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5582	S	Uncharacterized protein YpiB, UPF0302 family	POORLY CHARACTERIZED	Function unknown
COG5490	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3662	S	Uncharacterized conserved protein, DUF2236 family	POORLY CHARACTERIZED	Function unknown
COG5583	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4111	S	Uncharacterized conserved protein	POORLY CHARACTERIZED	Function unknown
COG5587	S	Uncharacterized conserved protein, DUF2461 family	POORLY CHARACTERIZED	Function unknown
COG5588	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5454	S	Predicted secreted protein	POORLY CHARACTERIZED	Function unknown
COG3164	S	Uncharacterized conserved protein YhdP, contains DUF3971 and AsmA2 domains	POORLY CHARACTERIZED	Function unknown
COG3249	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3544	S	Uncharacterized conserved protein, DUF305 family	POORLY CHARACTERIZED	Function unknown
COG3169	S	Uncharacterized conserved protein, DUF486 family	POORLY CHARACTERIZED	Function unknown
COG3797	S	Uncharacterized conserved protein, DUF1697 family	POORLY CHARACTERIZED	Function unknown
COG2733	S	Uncharacterized membrane-anchored protein YjiN, DUF445 family	POORLY CHARACTERIZED	Function unknown
COG5649	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3339	S	Uncharacterized membrane protein YkvA, DUF1232 family	POORLY CHARACTERIZED	Function unknown
COG4371	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4081	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4838	S	Uncharacterized protein YlaN, UPF0358 family	POORLY CHARACTERIZED	Function unknown
COG5654	S	Uncharacterized conserved protein, contains RES domain	POORLY CHARACTERIZED	Function unknown
COG5467	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4086	S	Uncharacterized protein YpuA, DUF1002 family	POORLY CHARACTERIZED	Function unknown
COG5658	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG1470	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG2929	S	Uncharacterized conserved protein, DUF497 family	POORLY CHARACTERIZED	Function unknown
COG4245	S	Uncharacterized conserved protein YegL, contains vWA domain of TerY type	POORLY CHARACTERIZED	Function unknown
